Label,Text
article,"582. Malgré la section 4, les enseignes du tableau suivant sont autorisées sur l’ensemble du territoire, et ce, conformément aux dispositions qui y sont prescrites. Dispositions relatives aux enseignes temporaires Enseigne temporaire Dispositions applicables Enseigne mobile de type « chevalet » ou de type « sandwich » Une enseigne mobile de type « chevalet » ou de type « sandwich » est autorisée conformément aux dispositions suivantes : l’enseigne peut uniquement être installée dans la cour avant du terrain de l’établissement à laquelle elle réfère ou sur un trottoir du domaine public devant cet établissement en autant qu’une allée d’une largeur d’au moins de 1,5 m libre de toute entrave permet la circulation piétonnière sur cette portion de trottoir; au plus 1 enseigne est autorisée par établissement; la superficie cette enseigne est d’au plus 1 m 2 ; la hauteur de l’enseigne et de son support ne peut excéder 1,25 m; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique; l’enseigne doit être retirée en dehors des heures d’ouverture de l’établissement. 1 Une enseigne annonçant une vente-débarras Une enseigne annonçant une vente-débarras est autorisée conformément aux dispositions suivantes : l’enseigne doit uniquement être détachée; l’enseigne doit être directionnelle ou faire l’objet d’un affichage d’identification; l’enseigne peut uniquement être installée dans la cour avant du terrain de la vente-débarras à laquelle elle réfère; au plus 1 enseigne est autorisée par terrain; la superficie de cette enseigne est d’au plus 1 m 2 ; la hauteur de l’enseigne et de son support ne peut excéder 3 m; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique; l’enseigne doit être installée dans les 12 heures précédant le jour de la vente-débarras et être retirée le jour même de la vente-débarras. 2 Enseigne, drapeau, bannière fanion, banderole ou oriflamme annonçant un événement spécial ou une campagne Un drapeau, une bannière, un fanion, une banderole, une oriflamme ou toute autre enseigne annonçant un événement spécial ou une campagne est autorisé conformément aux dispositions suivantes : l'événement spécial ou la campagne doit être organisé par un organisme communautaire, politique, civique, philanthropique, religieux, éducationnel ou culturel; seules des enseignes faisant l’objet d’un affichage informatif ou publicitaire sont autorisées; une enseigne faisant l’objet d’un affichage informatif doit uniquement annoncer l’événement spécial ou la campagne, et ce, sans référer à un produit ou un service. Malgré ce qui précède, cette enseigne peut également être directionnelle et afficher le nom, le logo ou l’emblème de l’organisme; une enseigne faisant l’objet d’un affichage publicitaire doit faire un lien entre la publicité et l'événement spécial ou la campagne; une enseigne sur bâtiment doit être posée à plat sur une façade autorisée en vertu de la sous-section 1 de la section 2; une enseigne détachée peut être installée dans une cour donnant sur une façade mentionnée au paragraphe précédent; la superficie totale des enseignes faisant l'objet d'un affichage informatif ou publicitaire est, dans chacun de ces cas, d’au plus 12 m 2 ; la hauteur d’une enseigne détachée et de son support ne peut excéder 10 m pour un drapeau, une banderole ou une oriflamme et 6 m pour tout autre enseigne; les enseignes ne doivent pas faire l’objet d’un éclairage ni être composées en tout ou en partie d’un écran numérique; les enseignes doivent être installées au plus tôt 30 jours précédant la tenue de l’événement spécial ou de la campagne et retirée au plus tard 7 jours suivant la fin de cet événement ou de cette campagne. 3 Enseigne, drapeau, bannière, fanion, banderole ou oriflamme annonçant un événement commercial Un drapeau, une bannière, un fanion, une banderole, une oriflamme ou toute autre enseigne annonçant un événement commercial est autorisé conformément aux dispositions suivantes : l’enseigne peut être directionnelle et faire l’objet d’un affichage commercial annonçant un solde, une vente ou une liquidation de produits et services d’un établissement ou une inauguration ou une fermeture d’un tel établissement; une enseigne sur bâtiment doit être posée à plat sur une façade autorisée en vertu de la sous-section 1 de la section 2; une enseigne détachée peut être installée dans une cour donnant sur une façade mentionnée au paragraphe précédent; au plus 2 enseignes sont autorisées par établissement; la superficie de chaque enseigne est d’au plus 4 m 2 ; la hauteur d’une enseigne détachée et de son support ne peut excéder 10 m pour un drapeau, une banderole ou une oriflamme et 3 m pour tout autre enseigne; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique; les enseignes doivent être installées au plus tôt 7 jours précédant la tenue de l’événement et retirées au plus tard 3 jours suivant la fin de cet événement; les enseignes ne peuvent pas être installées plus de 12 semaines consécutives, et ce, au plus une seule fois par année pour un même établissement. 4 Enseigne, drapeau, bannière, fanion, banderole ou oriflamme annonçant une vente extérieure d’arbres et de décorations de Noël, de potées fleuries à l’occasion de la fête de Pâques et de la fête des Mères ou de produits de la ferme Un drapeau, une bannière, un fanion, une banderole, une oriflamme ou toute autre enseigne annonçant une vente extérieure d’arbres et de décorations de Noël, une vente potées fleuries ou une vente de produits de la ferme est autorisé conformément aux dispositions suivantes : l’enseigne peut être directionnelle, faire l’objet d’un affichage commercial annonçant les produits vendus et identifier l’exploitation agricole à l’origine de ces produits; une enseigne sur bâtiment doit être posée à plat sur une façade autorisée en vertu de la sous-section 1 de la section 2; une enseigne détachée peut être installée dans une cour donnant sur une façade mentionnée au paragraphe précédent sur un terrain ou sur un kiosque situé sur le domaine public, selon le cas applicable; au plus 1 enseigne est autorisée par établissement ou kiosque; la superficie de l’enseigne est d’au plus 2 m 2 ; la hauteur d’une enseigne détachée et de son support ne peut excéder 3 m; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique; l’enseigne doit être installée au plus tôt 3 jours précédant la tenue de la vente et retirée au plus tard 1 jour suivant la fin de cette vente, sauf pour un kiosque situé sur le domaine public où l’enseigne peut uniquement être installée durant la tenue de la vente. 5 Enseigne, drapeau, bannière, fanion, banderole ou oriflamme annonçant un marché public ou un marché de quartier extérieur Un drapeau, une bannière, un fanion, une banderole, une oriflamme ou toute autre enseigne annonçant un marché public ou un marché de quartier extérieur est autorisé conformément aux dispositions suivantes : l’enseigne peut être directionnelle et faire l’objet d’un affichage commercial; une enseigne sur bâtiment doit être posée à plat sur une façade autorisée en vertu de la sous-section 1 de la section 2; une enseigne détachée peut être installée dans une cour donnant sur une façade mentionnée au paragraphe précédent; au plus une enseigne d’une superficie d’au plus 4 m 2 est autorisée pour annoncer le marché; la superficie de chaque enseigne d’un kiosque faisant partie du marché et annonçant les produits vendus à ce kiosque et identifiant l’exploitation agricole à l’origine de ces produits est d’au plus 2 m 2 ; la hauteur d’une enseigne détachée ne peut excéder 6 m si elle annonce le marché et 3 m si elle annonce les produits vendus à un kiosque et l’exploitation agricole à l’origine de ces produits; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique; les enseignes peuvent être installées au plus tôt 7 jours précédant la tenue du marché et retirées au plus tard 3 jours suivant la fin de ce marché. 6 Enseigne, drapeau, bannière, fanion, banderole ou oriflamme annonçant une foire, un spectacle extérieur, un festival, une fête populaire, un marché de Noël ou une fête foraine et cirque Un drapeau, une bannière, un fanion, une banderole, une oriflamme ou toute autre enseigne annonçant une foire, un spectacle extérieur, un festival, une fête populaire, un marché de Noël ou une fête foraine et cirque est autorisé conformément aux dispositions suivantes : seules des enseignes faisant l’objet d’affichage informatif ou publicitaire sont autorisées; une enseigne faisant l’objet d’un affichage informatif doit uniquement annoncer la foire, le spectacle extérieur, le festival, la fête populaire, le marché de Noël ou la fête foraine et cirque. Malgré ce qui précède, cette enseigne peut également être directionnelle et afficher le nom, le logo ou l’emblème de l’organisme responsable de l’événement; une enseigne faisant l’objet d’un affichage publicitaire doit faire un lien entre la publicité et la foire, le spectacle extérieur, le festival, la fête populaire, le marché de Noël ou la fête foraine et cirque; une enseigne sur bâtiment doit être posée à plat sur une façade autorisée en vertu de la sous-section 1 de la section 2; l’enseigne peut être installée dans toutes les cours du terrain sur lequel se trouve la foire, le spectacle extérieur, le festival, la fête populaire, le marché de Noël ou la fête foraine et cirque; au plus 2 enseignes faisant l’objet d’un affichage informatif sont autorisées par terrain; la superficie totale de ces enseignes est d’au plus 12 m 2 ; le nombre d’enseignes faisant l’objet d’un affichage publicitaire n’est pas restreint, mais la superficie de chacune de ces enseignes ne peut excéder 1,5 m 2 ; la hauteur d’une enseigne détachée et de son support ne peut excéder 10 m pour un drapeau, une banderole ou une oriflamme et 6 m pour tout autre enseigne; les enseignes ne doivent pas faire l’objet d’un éclairage ni être composées en tout ou en partie d’un écran numérique; les enseignes doivent être installées au plus tôt 15 jours précédant la tenue de la foire, du spectacle extérieur, du festival, de la fête populaire, du marché de Noël ou de la fête foraine et cirque et retirée au plus tard 7 jours suivant la fin de l’événement. 7 Enseigne annonçant la mise en vente ou en location d’un logement, d’une chambre, d’un local non résidentiel, d’un bâtiment ou d’un terrain vacant Une enseigne annonçant la mise en vente ou en location d’un logement, d’une chambre, d’un local non résidentiel, d’un bâtiment ou d’un terrain vacant est autorisée conformément aux dispositions suivantes : l’enseigne doit uniquement annoncer la mise en vente ou en location d’un logement, d'une chambre, d’un local non résidentiel, d’un bâtiment ou d’un terrain vacant et indiquer les coordonnées du courtier et de son entreprise de courtage ou du vendeur ou locateur; une enseigne sur bâtiment doit être posée à plat sur la façade principale avant ou la façade principale secondaire. En plus des endroits autorisés en vertu de la sous-section 1 de la section 2, l’enseigne posée à plat peut également être installée sur une façade, sur un porche, un perron, une galerie ou un balcon, incluant leur garde-corps; une enseigne détachée peut uniquement être installée dans la cour avant ou dans la cour avant secondaire; au plus 1 enseigne est autorisée par logement, groupe de 4 chambres, établissement, bâtiment ou terrain, selon le cas applicable; la superficie de l’enseigne est d’au plus 1,5 m 2 pour annoncer la mise en vente ou en location d’un logement ou d’un bâtiment de 3 logements et moins ou d’un bâtiment de 9 chambres et moins; la superficie de l’enseigne est d’au plus 3 m 2 pour annoncer la mise en vente ou en location d’un local non résidentiel, de tout autre bâtiment ou d’un terrain vacant; la hauteur d’une enseigne détachée et de son support ne peut excéder 2 m; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique; l’enseigne doit être installée au plus tôt lors de la mise en vente ou en location et retirée au plus tard 15 jours suivant la signature du contrat de vente ou de location. 8 Enseigne annonçant un projet de construction ou de développement Une enseigne annonçant un projet de construction ou de développement est autorisée conformément aux dispositions suivantes : l’enseigne peut être directionnelle et annoncer uniquement le projet de construction ou de développement; l’enseigne doit uniquement être détachée; malgré le paragraphe 1, une enseigne peut être posée à plat sur la clôture de sécurité du chantier de construction ou la toile anti-poussière de ce même chantier; au plus 1 enseigne est autorisée pour un projet comprenant un seul terrain et au plus 2 enseignes sont autorisées pour les projets comprenant 2 terrains et plus; l’enseigne doit être située sur le terrain ou sur un des terrains où est situé de projet; la superficie de chaque enseigne est d’au plus 10 m 2 ; la hauteur des enseignes et de leur support ne peut excéder 6 m; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique; l’enseigne doit être installée au plus tôt lors de la mise en vente des logements, des chambres, des locaux, des bâtiments ou des terrains, selon le cas applicable, du projet et retirée au plus tard 15 jours suivant la première échéance entre la fin de validité du permis de construction et lorsque que 90 % des logements, des locaux, des bâtiments ou des terrains, selon le cas applicable, sont construits. 9 Enseigne identifiant des professionnels ou des entrepreneurs participant à un chantier de construction Une enseigne identifiant des professionnels ou des entrepreneurs participant à un chantier de construction est autorisée conformément aux dispositions suivantes : l’enseigne doit uniquement être détachée; malgré le paragraphe précédent, une enseigne peut être posée à plat sur la clôture de sécurité du chantier de construction ou la toile anti-poussière de ce même chantier, et ce, uniquement si elle ne peut être installée à aucun autre endroit sur le terrain du chantier; au plus une enseigne est autorisée par terrain ou chantier; l’enseigne doit être située sur le terrain ou sur un des terrains du chantier; la superficie de l’enseigne est d’au plus 3 m 2 ; la hauteur de l’enseigne et de son support ne peut excéder 6 m; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique; l’enseigne doit être installée au plus tôt après la délivrance du permis de construction ou du certificat d’autorisation, selon le cas applicable, et retirée au plus tard 15 jours suivant la fin de validité de ce permis ou de ce certificat. 10 Enseigne indiquant les consignes de sécurité d’un chantier de construction Une enseigne indiquant les consignes de sécurité d’un chantier de construction est autorisée conformément aux dispositions suivantes : l’enseigne peut être directionnelle et indiquer uniquement l’entrée du chantier de construction et les consignes de sécurité à respecter; l’enseigne peut être détachée ou posée à plat sur la clôture de sécurité du chantier de construction; l’enseigne doit être située bordure d’un accès du chantier de construction ou à l’intérieur de la clôture de sécurité de ce chantier; l’enseigne peut faire l’objet d’un éclairage, mais uniquement par réflexion; l’enseigne ne doit pas être composée en tout ou en partie d’un écran numérique. 11 Représentation artistique murale durant un chantier de construction Une représentation artistique murale durant un chantier de construction est autorisée conformément aux dispositions suivantes : la représentation artistique murale peut être peinte, apposée ou imprimée sur la clôture de sécurité du chantier de construction ou de démolition, posée à plat sur cette clôture ou peinte ou imprimée sur la toile anti-poussière de ce même chantier; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique. 12 Enseigne commémorative ou d’interprétation durant un chantier d’intervention archéologique Une enseigne commémorative ou d’interprétation durant un chantier d’intervention archéologique est autorisée conformément aux dispositions suivantes : l’enseigne peut être peinte, apposée ou imprimée sur la clôture de sécurité du chantier d’intervention archéologique, posée à plat sur cette clôture, peinte ou imprimée sur la toile anti-poussière de ce même chantier; l’enseigne peut également être apposée ou imprimée sur une structure mobile située en bordure du chantier d’intervention archéologique ou posée à plat ou en saillie sur cette structure; l’enseigne ne doit pas faire l’objet d’un éclairage ni être composée en tout ou en partie d’un écran numérique. 13"
sous-section,Sous-section 1 Prohibition
sous-section,Sous-section 2 Localisation d'un panneau-réclame
sous-section,Sous-section 3 Empiètement d’un panneau-réclame au-dessus d’une emprise de voie de circulation publique
sous-section,Sous-section 4 Construction et entretien d'un panneau-réclame
sous-section,"Sous-section 5 Installation, implantation et dimensions d’un panneau-réclame"
sous-section,Sous-section 6 Éclairage et écran numérique d’un panneau-réclame
article,"583. Les prohibitions applicables à une enseigne des sous-sections 2 et 3 de la section 1 s’appliquent également à un panneau-réclame, en faisant les adaptations nécessaires."
article,"584. Un panneau-réclame peut uniquement être installé, à la fois : à un endroit conforme à la Loi interdisant l’affichage publicitaire le long de certaines voies de circulation (RLRQ, c. A-7.0001) ; sur un terrain vacant ou occupé uniquement par un service d’utilité publique; dans un type de milieux T6.1, T6.2, T6.3, T6.4, ZC, CE, ZP ou ZH ou dans un type de milieux de catégorie CI, ZI ou SZD; à une distance d’au plus 60 m d’une autoroute ou de ses voies de desserte, mesurée entre la base de son support et la bordure de la chaussée de cette autoroute ou de sa voie de desserte la plus rapprochée de cette base. Cette distance ne peut pas être mesurée à partir d’une bretelle ou d’une voie d’un échangeur de l’autoroute."
article,"585. Aucune partie d’un panneau-réclame, incluant son support, ne peut faire saillie au-dessus de l’emprise d’une voie de circulation publique."
article,"586. La construction et l’entretien d’un panneau-réclame et de son support doivent être conformes aux sous-sections 6 et 7 de la section 1, en faisant les adaptations nécessaires, et aux dispositions suivantes : un panneau-réclame doit être érigé sur une fondation et un support dont la résistance est approuvée par un ingénieur; la résistance à la poussée exercée par le vent sur la surface d’affichage et sur le support d’un panneau-réclame doit également être approuvée par un ingénieur."
article,587. Le seul mode d’installation autorisé pour un panneau-réclame est celui du panneau-réclame détaché sur poteau.
article,"588. Un panneau-réclame doit être implanté à une distance d’au moins : 12 m d’une voie de circulation publique autre qu’une autoroute, ses voies de desserte, ses bretelles ou ses voies d’échangeur, mesurée entre la base de son support et l’emprise de cette voie; 15 m d’une autoroute, ses voies de desserte, de ses bretelles ou de ses voies d’échangeur, mesurée entre la base de son support et l’emprise de cette autoroute, de ses voies de desserte, de ses bretelles ou de ses voies d’échangeur; 10 m d’un bâtiment, mesuré entre un panneau-réclame et la partie la plus rapprochée du bâtiment."
article,"589. Le nombre de surfaces d’affichage par support de panneau-réclame ne peut excéder : 3, et ce, si ces surfaces d’affichage sont orientées exclusivement de manière à capter l’attention des usagers d’une autoroute; 2, dont une seule surface orientée de manière à capter l’attention des usagers d’une voie de circulation publique autre qu’une autoroute, et ce, à la condition qu’elle soit installée sur un support dont au moins une autre surface d’affichage est orientée de manière à capter l’attention des usagers d’une autoroute."
article,"590. Un panneau-réclame doit être conforme aux dimensions suivantes : la surface d’affichage d’un panneau-réclame, mesurée en englobant la totalité de l’arrière-plan ainsi que toute partie du panneau-réclame qui excède cet arrière-plan, mais en l’appliquant sur une seule surface, ne peut excéder : 20 m 2 s’il n’est pas orienté de manière à capter l’attention des usagers d’une autoroute; 65 m 2 s’il est orienté de manière à capter l’attention des usagers d’une autoroute. la hauteur d’un panneau-réclame et de son support ne peut excéder 16 m."
article,591. Un support de panneau-réclame peut être utilisé pour l’installation et le maintien de 1 à 3 faces ou panneaux.
article,592. Un panneau-réclame qui n’est pas orienté de manière à capter l’attention des usagers d’une autoroute peut seulement être installé et maintenu sur un support comportant au moins un panneau-réclame orienté de manière à capter l’attention des usagers d’une autoroute.
article,"593. L’éclairage d’un panneau-réclame doit être conforme à la sous-section 8 de la section 1, en faisant les adaptations nécessaires, et aux dispositions suivantes : le panneau-réclame peut uniquement faire l’objet d’un éclairage par réflexion; aucune partie mécanique permettant de modifier automatiquement un message publicitaire ne peut composer un panneau-réclame."
article,"594. Malgré l’article précédent, la surface d’affichage d’un panneau-réclame peut être composée en tout ou en partie d’un écran numérique si elle est : orientée de manière à capter l’attention des usagers d’une autoroute; munie d’un dispositif réduisant la luminosité de l’écran lorsque la luminosité ambiante s’affaiblit."
section,"SECTION 1 Protection des rives, du littoral et des plaines inondables"
section,SECTION 2 Protection des milieux humides d’intérêt
section,SECTION 3 Protection des bois et corridors forestiers d’intérêt
section,"SECTION 4 Travaux à proximité d’un cours d’eau, d’un lac, d'un milieu humide ou d'un couvert forestier d'un bois et corridor forestier d’intérêt"
sous-section,Sous-section 1 Application
sous-section,Sous-section 2 Protection des rives
sous-section,Sous-section 3 Travaux de stabilisation de la rive
sous-section,Sous-section 4 Protection du littoral
sous-section,Sous-section 5 Protection des plaines inondables
sous-section,Sous-section 6 Dérogation dans la zone de grand courant d'une plaine inondable
sous-section,Sous-section 7 Méthode de calcul pour la détermination d’une cote de crue pour un emplacement
sous-section,Sous-section 8 Précisions relatives à l’établissement d’un relevé d’arpentage pour déterminer l’élévation d’un emplacement
article,"595. Cette section s’applique, à une rive, à un littoral ou à une plaine inondable, selon le cas applicable."
article,"596. Un arbre ou un arbuste planté dans la rive doit être une espèce indigène au Québec, non envahissante. Un arbre requis planté dans la rive doit avoir au moins 30 mm de D.H.P."
